Name	Rarity	Type	Sub-Type	Class	Cost	Attack	HP	CanGet	Decription
Cruel Taskmaster	Common	Minion	General	Warrior	2	2	2	true	Battlecry: Deal 1 damage to a minion and give it +2 Attack."I'm going to need you to come in on Sunday." - Cruel Taskmaster
Crushing Hand	Common	Spell		Shaman	2	-1	-1	true	Deal 8 damage to a minion. Overload: (3)Shamans always have the firmest handshakes.
Cryomancer	Common	Minion	General	Mage	5	5	5	true	Battlecry: If an enemy is Frozen, gain +2/+2.She loves Frozen. I mean who doesn't?
Crypt Lord	Common	Minion	General	Druid	3	1	6	true	TauntAfter you summon a minion, gain +1 Health.The original fifth beetle!
Crystalweaver	Common	Minion	General	Warlock	4	5	4	true	Battlecry: Give your Demons +1/+1.The trick is soaking the crystals in warm milk to soften them up.
Cult Apothecary	Common	Minion	General	Any	5	4	4	true	Battlecry: For each enemy minion, restore 2 Health to your hero.Cults need pharmacists too.
Cult Master	Common	Minion	General	Any	4	4	2	true	Whenever one of your other minions dies, draw a card.She may be an evil cult master, but she still calls her parents once a week.
Cursed Disciple	Common	Minion	General	Any	4	5	1	true	Deathrattle: Summon a 5/1 Revenant.Politer than his brother, the cursing disciple, but far more evil.
Daring Reporter	Common	Minion	General	Any	4	3	3	true	Whenever your opponent draws a card, gain +1/+1.She's working on a story! While skydiving!
Dark Arakkoa	Common	Minion	General	Druid	6	5	7	true	Taunt.Battlecry: Give your C'Thun +3/+3 (wherever it is).There's a whole gradient of Arakkoa! This one is on the darker side.
Dark Conviction	Common	Spell		Paladin	2	-1	-1	true	Set a minion's Attack and Health to 3.In his court, Uther is judge, jury, AND executioner…
Dark Iron Dwarf	Common	Minion	General	Any	4	4	4	true	Battlecry: Give a minion +2 Attack this turn.Guardians of Dark Iron Ore.    Perhaps the most annoying ore, given where you have to forge it.
Dark Pact	Common	Spell		Warlock	1	-1	-1	true	Destroy a friendly minion. Restore 8 Health to your hero."Don't worry about the fine print. Just sign here."
Darkshire Alchemist	Common	Minion	General	Priest	5	4	5	true	Battlecry: Restore 5 Health.The secret ingredient: liquified funnel cake.
Darkshire Councilman	Common	Minion	General	Warlock	3	1	5	true	After you summon a minion, gain +1 Attack.Democracy in action!
Deadly Fork	Common	Minion	General	Rogue	3	3	2	true	Deathrattle: Add a 3/2 weapon to your hand.For a proper setting, place the deadly fork after the salad fork, but before the dinner fork.
Deadly Shot	Common	Spell		Hunter	3	-1	-1	true	Destroy a random enemy minion.Accuracy is not a highly valued trait among the mok'nathal.  Deadliness is near the top, though.
Deadscale Knight	Common	Minion	Murloc	Any	1	1	1	true	LifestealHis favorite spell is Chum Explosion.
Deathspeaker	Common	Minion	General	Any	3	2	4	true	Battlecry: Give a friendly minion Immune this turn.It helps to speak really, really loud.
Defias Ringleader	Common	Minion	General	Rogue	2	2	2	true	Combo: Summon a 2/1 Defias Bandit.He stole the deed to town years ago, so technically the town is his. He just calls people Scrub to be mean.
Demonfire	Common	Spell		Warlock	2	-1	-1	true	Deal 2 damage to a minion.   If it's a friendly Demon, give it +2/+2 instead.Demonfire is like regular fire except for IT NEVER STOPS BURNING HELLLPPP
Dire Mole	Common	Minion	Beast	Any	1	1	3	true	You especially don't want to make a dire mountain out of a dire mole hill.
Dire Wolf Alpha	Common	Minion	Beast	Any	2	2	2	true	Adjacent minions have +1 Attack.We are pretty excited about the upcoming release of Dire Wolf Beta, just repost this sign for a chance at a key.
Divine Strength	Common	Spell		Paladin	1	-1	-1	true	Give a minion +1/+2.Every year a few paladins get disqualified from the Westfall weight lifting championship for using Divine Strength.
Dragonslayer	Common	Minion	General	Any	3	4	3	true	Battlecry: Deal 6 damage to a Dragon.A pair of stout dwarves nearly averted the Cataclysm.
Drain Soul	Common	Spell		Warlock	2	-1	-1	true	LifestealDeal 2 damage to a minion.Cleans even the toughest clogs with just a flick of the wrist!
Drakkari Defender	Common	Minion	General	Shaman	3	2	8	true	TauntOverload: (3)Sometimes, the best defense is an offensive troll.
Dread Corsair	Common	Minion	Pirate	Any	4	3	3	true	Taunt. Costs (1) less per Attack of your weapon."Yarrrr" is a pirate word that means "Greetings, milord."
Druid of the Claw	Common	Minion	General	Druid	5	4	4	true	Choose One - Transform into a 4/4 with Charge; or a 4/6 with Taunt.Cat or Bear?  Cat or Bear?!  I just cannot CHOOSE!
Drygulch Jailor	Common	Minion	General	Paladin	2	1	1	true	Deathrattle: Add 3 Silver Hand Recruits to your hand.Hard time: 6-10 turns for candle-nappin'.
Drywhisker Armorer	Common	Minion	General	Warrior	2	2	2	true	Battlecry: For each enemy minion, gain 2 Armor.Kobolds use anything for armor: Pots, pans, garbage cans... even other kobolds.
Duskboar	Common	Minion	Beast	Any	2	4	1	true	Often excluded from dinner parties. To be fair, he is very boaring.
Dust Devil	Common	Minion	Elemental	Shaman	1	3	1	true	Windfury. Overload: (2)Westfall is full of dust devils. And buzzards. And crazed golems. And pirates. Why does anyone live here?
Earth Shock	Common	Spell		Shaman	1	-1	-1	true	Silence a minion, then deal 1 damage to it.Earth Shock? Shouldn't it be "Azeroth Shock"?
Earthen Ring Farseer	Common	Minion	General	Any	3	3	3	true	Battlecry: Restore 3 Health.He can see really far, and he doesn't use a telescope like those filthy pirates.
Eggnapper	Common	Minion	General	Any	3	3	1	true	Deathrattle: Summon two 1/1 Raptors.Often misunderstood, it's just that he likes to use the eggs as pillows.
Elder Longneck	Common	Minion	Beast	Druid	3	5	1	true	Battlecry: If you're holding a minion with 5 or more Attack, Adapt.And so the bartender says, “Why the long neck?”
Eldritch Horror	Common	Minion	General	Any	8	6	10	true	Often wonders what path his life might have taken if he wasn't named, you know, "Eldritch Horror".
Emerald Reaver	Common	Minion	Beast	Any	1	2	1	true	Battlecry: Deal 1 damage to each hero.Not to be confused with clubbing enthusiast Emerald Raver.
Enchanted Raven	Common	Minion	Beast	Druid	1	2	2	true	Once upon a midnight restive, Medivh pondered, feeling festive!
Eviscerate	Common	Spell		Rogue	2	-1	-1	true	Deal 2 damage. Combo: Deal 4 damage instead.There is a high cost to Eviscerating your opponent:  It takes a long time to get blood stains out of leather armor.
Evolved Kobold	Common	Minion	General	Any	4	2	2	true	Spell Damage +2You no take tentacle!
Explosive Trap	Common	Spell		Hunter	2	-1	-1	true	Secret: When your hero is attacked, deal 2 damage to all enemies.It traps your food AND cooks it for you!
Eye for an Eye	Common	Spell		Paladin	1	-1	-1	true	Secret: When your hero takes damage, deal that much damage to the enemy hero.Justice sometimes takes the form of a closed fist into a soft cheek.
Faceless Behemoth	Common	Minion	General	Any	10	10	10	true	Rejected names: Forty-Foot Faceless, Big ol' No-face, Huge Creature Sans Face, Teddy.
Faceless Summoner	Common	Minion	General	Mage	6	5	5	true	Battlecry: Summon a random 3-Cost minion.They never get the recognition they deserve.
Faerie Dragon	Common	Minion	Dragon	Any	2	3	2	true	Can't be targeted by Spells or Hero Powers.Adorable.  Immune to Magic.  Doesn't pee on the rug.  The perfect pet!
Fallen Sun Cleric	Common	Minion	General	Any	2	2	1	true	Battlecry: Give a friendly minion +1/+1.It's hard to keep a Shattered Sun Cleric down.
Fen Creeper	Common	Minion	General	Any	5	3	6	true	TauntHe used to be called Bog Beast, but it confused people because he wasn't an actual beast.   Boom, New Name!
Feral Rage	Common	Spell		Druid	3	-1	-1	true	Choose One - Give your hero +4 Attack this turn; or Gain 8 Armor.Let's be honest. One option is a lot ragier than the other.
Fiery Bat	Common	Minion	Beast	Hunter	1	2	1	true	Deathrattle: Deal 1 damage to a random enemy.He'll always be our first.
Fire Fly	Common	Minion	Elemental	Any	1	1	2	true	Battlecry: Add a 1/2 Elemental to your hand.Arch nemeses: small children with glass jars.
Fire Plume Phoenix	Common	Minion	Elemental	Any	4	3	3	true	Battlecry: Deal 2 damage.This is what happens when you use a volcano as a bird bath.
Firelands Portal	Common	Spell		Mage	7	-1	-1	true	Deal 5 damage. Summon a random 5-Cost minion.Come to beautiful Firelands! Where it's "Way nicer than the Abyssal Maw!"'
Flame Geyser	Common	Spell		Mage	2	-1	-1	true	Deal 2 damage. Add a 1/2 Elemental to your hand.Oh, a wise geyser eh?
Flame Imp	Common	Minion	Demon	Warlock	1	3	2	true	Battlecry: Deal 3 damage to your hero.Imps like being on fire.  They just do.
Flamewreathed Faceless	Common	Minion	General	Shaman	4	7	7	true	Overload: (2)He's on fire! Boomshakalaka!
Flanking Strike	Common	Spell		Hunter	4	-1	-1	true	Deal 3 damage to a minion. Summon a 3/3 Wolf.Wolves to the left and arrows to the right, here I am stuck in the middle with you.
Flesheating Ghoul	Common	Minion	General	Any	3	2	3	true	Whenever a minion dies, gain +1 Attack.'Flesheating' is an unfair name.  It's just that there's not really much else for him to eat.
Fool's Bane	Common	Weapon		Warrior	5	3	4	true	Unlimited attacks each turn. Can't attack heroes.A fool and his bane are soon parted.
Forge of Souls	Common	Spell		Warrior	2	-1	-1	true	Draw 2 weapons from your deck.Powerful weaponry forged by Bronjahm, the Godfather of Souls.
Forked Lightning	Common	Spell		Shaman	1	-1	-1	true	Deal 2 damage to 2 random enemy minions. Overload: (2)If you combine it with Spooned Lightning and Knived Lightning, you have the full dining set.
Freezing Potion	Common	Spell		Mage	0	-1	-1	true	Freeze an enemy.This is delicious! Oh no. BRAIN FREEEEEEEZE!
Freezing Trap	Common	Spell		Hunter	2	-1	-1	true	Secret: When an enemy minion attacks, return it to its owner's hand and it costs (2) more."Dang, that's cold." - appropriate response to Freezing Trap, or a mean joke.
Friendly Bartender	Common	Minion	General	Any	2	2	3	true	At the end of your turn, restore 1 Health to your Hero."What'll it be? A Jade Brew? A Grimy Goose? A Kabal Manatini?"
Frost Elemental	Common	Minion	Elemental	Any	6	5	5	true	Battlecry: Freeze a character.When a Water elemental and an Ice elemental love each other VERY much...
Frozen Clone	Common	Spell		Mage	3	-1	-1	true	Secret: After your opponent plays a minion, put 2 copies of it into your hand.It's like déjà vu, times two.
Fungal Enchanter	Common	Minion	General	Any	3	3	3	true	Battlecry: Restore 2 Health to all friendly characters.Qualifications: Born with pointy hat.
Fungalmancer	Common	Minion	General	Any	5	2	2	true	Battlecry: Give adjacent minions +2/+2.Fungalmancy is the easy major for those who can't cut it at Waxmancy.
Gadgetzan Socialite	Common	Minion	General	Any	2	2	2	true	Battlecry: Restore 2 Health.Comment on her height, and she'll go from flapper to kneecapper in seconds flat.
Gemstudded Golem	Common	Minion	General	Warrior	6	5	9	true	Taunt. Can only attack if you have 5 or more Armor.Perfectly accessorized to attract adventurers.
Giant Mastodon	Common	Minion	Beast	Any	9	6	10	true	TauntStill salty about it not being the "Year of the Mastodon."
Giant Wasp	Common	Minion	Beast	Any	3	2	2	true	StealthPoisonousFloat like a butterfly, sting like a giant wasp!
Gilded Gargoyle	Common	Minion	General	Priest	3	2	2	true	Deathrattle: Add a Coin to your hand.You hear a coin rattling inside the slotted gargoyle... What could it mean?
Glacial Shard	Common	Minion	Elemental	Any	1	2	1	true	Battlecry: Freeze an enemy.Ice, ice, baby!
Gnash	Common	Spell		Druid	3	-1	-1	true	Give your hero +3 Attack this turn. Gain 3 Armor.It's rude to gnash with your mouth open.
Grave Shambler	Common	Minion	Elemental	Any	4	4	4	true	Whenever your weapon is destroyed, gain +1/+1.I think one of the necromancers got a little carried away.
Green Jelly	Common	Minion	General	Any	5	3	3	true	At the end of your turn, summon a 1/2 Ooze with Taunt.This card really breaks out of the mold.
Grievous Bite	Common	Spell		Hunter	2	-1	-1	true	Deal 2 damage to a minion and 1 damage to adjacent ones.Ooh. I'll have a bite of this, and of this, and of this...
Grim Necromancer	Common	Minion	General	Any	4	2	4	true	Battlecry: Summon two 1/1 Skeletons.WARNING: Skeletons will NOT explode.
Grimestreet Outfitter	Common	Minion	General	Paladin	2	1	1	true	Battlecry: Give all minions in your hand +1/+1.If you bargain hard, he'll throw in the hat.
Grimestreet Smuggler	Common	Minion	General	Hunter, Paladin, Warrior	3	2	4	true	Battlecry: Give a random minion in your hand +1/+1She's got anything you want. Need the latest derpinger? No problem!
Grimscale Chum	Common	Minion	Murloc	Paladin	1	2	1	true	Battlecry: Give a random Murloc in your hand +1/+1.Listen, see? We'll take 'em to the docks, see? And throw 'em in the sea, see?
Grimy Gadgeteer	Common	Minion	General	Warrior	4	4	3	true	At the end of your turn, give a random minion in your hand +2/+2."You look like a Gadgetgun 3000-Mark IV man, am I right?"
Grook Fu Master	Common	Minion	General	Any	5	3	5	true	WindfuryGrook Fu, the ancient Hozen art of bashing heads with a stick.
Grotesque Dragonhawk	Common	Minion	Beast	Any	7	5	5	true	WindfuryThey say that "grotesque is in the eye of the beholder," but that's just because they've never seen a Grotesque Dragonhawk. Yikes!
Guild Recruiter	Common	Minion	General	Any	5	2	4	true	Battlecry: Recruit a minion that costs (4) or less.The original telemarketer.
Hallucination	Common	Spell		Rogue	1	-1	-1	true	Discover a card from your opponent's class.It's the good kind of hallucination.
Harvest Golem	Common	Minion	Mech	Any	3	2	3	true	Deathrattle: Summon a 2/1 Damaged Golem."Overheat threshold exceeded. System failure. Wheat clog in port two. Shutting down."
Healing Rain	Common	Spell		Shaman	3	-1	-1	true	Restore 12 Health divided randomly among all friendly characters.It's filled with electrolytes!
Hired Gun	Common	Minion	General	Any	3	4	3	true	TauntHe loves his job and would do it for free! (But don't tell his boss!)
Hoarding Dragon	Common	Minion	Dragon	Any	4	5	6	true	Battlecry: Give your opponent two Coins.Keeps his two cents to himself.
Hooded Acolyte	Common	Minion	General	Priest	4	3	6	true	Whenever a character is healed, give your C'Thun +1/+1 (Wherever it is).Wait, what kind of acolyte doesn't wear a hood?
Hot Spring Guardian	Common	Minion	Elemental	Shaman	3	2	4	true	TauntBattlecry: Restore3 Health.NONE SHALL PASS until at least an hour after eating.
Howlfiend	Common	Minion	Demon	Warlock	3	3	6	true	Whenever this minion takes damage, discard a random card.The problem is that he carries those cards in his mouth.
Hozen Healer	Common	Minion	General	Any	4	2	6	true	Battlecry: Restore a minion to full Health.He didn't go to school for healing, but we keep losing all the good healers to Ratchet, so I guess we'll take him.
Hydrologist	Common	Minion	Murloc	Paladin	2	2	2	true	Battlecry: Discover a Secret.Murloc hydrologists are pretty rare. Most murloc undergrads pick computer science.
Hyldnir Frostrider	Common	Minion	General	Any	3	4	4	true	Battlecry: Freeze your other minions.Don't be fooled, that polar bear's the one in charge.
I Know a Guy	Common	Spell		Warrior	1	-1	-1	true	Discover a Taunt minion.Well… a guy who knows a guy.
Ice Barrier	Common	Spell		Mage	3	-1	-1	true	Secret: When your hero is attacked, gain 8 Armor.This is Rank 1.  Rank 2 is Chocolate Milk Barrier.
Ice Fishing	Common	Spell		Shaman	2	-1	-1	true	Draw 2 Murlocs from your deck.Glow fish, war fish... blow fish, more fish...
Igneous Elemental	Common	Minion	Elemental	Any	3	2	3	true	Deathrattle: Add two 1/2 Elementals to your hand.We wanted to name him "Ingenious Elemental", but he just wasn't that bright.
Infested Tauren	Common	Minion	General	Any	4	2	3	true	Taunt. Deathrattle: Summon a 2/2 Slime.The Overmind and the Old Gods are surprisingly similar.
Inner Fire	Common	Spell		Priest	1	-1	-1	true	Change a minion's Attack to be equal to its Health.Good idea: Buffing your minions.  Bad idea: Starting a conversation in the Barrens.
